ID,DEPTH,INTENSITY,LATITUDE,LONGITUDE,TIME_STAMP
8494,128.5,1.8,59.744,-153.3908,2014-09-26T08:13:49.000Z
8495,5.09,1.25,37.6554985,-118.8535004,2014-09-26T08:13:36.540Z
8496,6.4,2.55,37.6468333,-118.8461667,2014-09-26T08:12:15.430Z
8497,4.98,0.88,37.6489983,-118.8526688,2014-09-26T08:11:32.930Z
8498,6.98,1.5,37.6563339,-118.848999,2014-09-26T08:10:44.520Z
8499,7.05,1.67,37.652832,-118.8491669,2014-09-26T08:09:29.910Z
8500,6.5,1.56,37.6549988,-118.8491669,2014-09-26T08:07:24.130Z
8501,6.18,2.03,37.6575012,-118.8503342,2014-09-26T08:04:24.790Z
8502,3.87,1.85,33.9606667,-117.5441667,2014-09-26T08:04:12.300Z
8503,6.33,1.48,37.6606674,-118.8488312,2014-09-26T08:04:08.730Z
8504,6.94,0.81,37.651165,-118.8478317,2014-09-26T08:02:50.600Z
8505,14.73,4.2,-20.0018,-70.9822,2014-09-26T08:02:29.180Z
8506,4.77,0.72,37.6641655,-118.8475037,2014-09-26T08:01:24.970Z
8507,6.44,1.22,37.6495018,-118.848999,2014-09-26T07:59:21.360Z
8508,5.58,1.06,37.6554985,-118.8521652,2014-09-26T07:59:09.780Z
8509,5.8,1.4,37.6473351,-118.8519974,2014-09-26T07:58:10.980Z
8510,6.79,1.04,37.659668,-118.8488312,2014-09-26T07:57:12.190Z
8511,3.58,0.55,38.8003349,-122.8136673,2014-09-26T07:56:18.710Z
8512,6.53,1.8,37.6549988,-118.8506699,2014-09-26T07:55:04.510Z
8513,2.6,0.54,38.7755013,-122.7113342,2014-09-26T07:54:31.770Z
8514,6.14,1.21,37.6438332,-118.8501663,2014-09-26T07:54:16.350Z
8515,5.79,1.75,37.644001,-118.8521652,2014-09-26T07:53:10.080Z
8516,6.43,1.07,37.6603317,-118.8491669,2014-09-26T07:52:07.230Z
8517,13.61,4.5,34.1641,25.1224,2014-09-26T07:51:19.760Z
8518,10.08,0.76,32.9431667,-116.3008333,2014-09-26T07:50:55.400Z
8519,3.91,0.8,37.6723328,-118.8491669,2014-09-26T07:50:30.640Z
8520,4.97,1.21,37.6553345,-118.8535004,2014-09-26T07:49:36.290Z
8521,5.71,1.68,37.6414986,-118.8518295,2014-09-26T07:48:48.150Z
8522,15.1,0.8,65.1292,-148.7392,2014-09-26T07:48:46.000Z
8523,6.81,0.42,37.655,-118.8426667,2014-09-26T07:47:48.970Z
8524,9.33,1.18,34.2978333,-116.4576667,2014-09-26T07:47:26.720Z
8525,4.92,0.76,37.6525002,-118.8501663,2014-09-26T07:46:41.610Z
8526,17,0.2,64.4934,-147.9119,2014-09-26T07:46:09.000Z
8527,5.69,1.57,37.652832,-118.8515015,2014-09-26T07:45:49.230Z
8528,4.41,0.94,37.6583328,-118.8511658,2014-09-26T07:45:01.950Z
8529,5.06,1.08,37.6529999,-118.8513336,2014-09-26T07:43:52.540Z
8530,5.14,1.48,37.6508331,-118.8533325,2014-09-26T07:43:34.180Z
8531,5.12,0.72,37.6521667,-118.8531667,2014-09-26T07:42:58.590Z
8532,6.91,1.61,37.6436653,-118.8446655,2014-09-26T07:42:36.620Z
8533,3.91,0.76,37.6676674,-118.8518295,2014-09-26T07:41:19.320Z
8534,7.37,0.63,37.6518333,-118.846,2014-09-26T07:40:47.360Z
8535,6.45,1.56,37.6568336,-118.8498306,2014-09-26T07:40:28.870Z
8536,2.7,2.2,63.048,-151.4909,2014-09-26T07:39:55.000Z
8537,6.07,1.61,37.6590004,-118.8508301,2014-09-26T07:37:36.700Z
8538,5.84,1.4,37.6565018,-118.8499985,2014-09-26T07:36:48.140Z
8539,7.14,1.59,37.6554985,-118.8473358,2014-09-26T07:36:00.620Z
8540,5.18,1.54,37.6446648,-118.848999,2014-09-26T07:35:39.830Z
8541,6.57,0.83,37.6476669,-118.8468323,2014-09-26T07:34:55.550Z
8542,4.81,0.75,37.6643333,-118.8461685,2014-09-26T07:34:11.080Z
8543,1.58,1.21,37.6333351,-118.8615036,2014-09-26T07:31:58.930Z
8544,6.56,1.53,37.6534996,-118.8493347,2014-09-26T07:31:37.170Z
8545,2.75,0.33,37.6446667,-118.8601667,2014-09-26T07:31:17.830Z
8546,6.85,1,37.6523323,-118.8479996,2014-09-26T07:29:32.920Z
8547,4.75,1.07,37.6606674,-118.8483353,2014-09-26T07:28:54.770Z
8548,6.33,1.21,37.6629982,-118.850502,2014-09-26T07:26:24.940Z
8549,5.05,1.35,37.654335,-118.8531647,2014-09-26T07:24:35.140Z
8550,10,4.5,-54.408,-136.7718,2014-09-26T07:24:19.550Z
8551,5.58,1.56,37.6529999,-118.8513336,2014-09-26T07:23:05.790Z
8552,4.16,1.07,37.6645012,-118.8515015,2014-09-26T07:22:47.370Z
8553,5.32,1.04,37.6621666,-118.8518295,2014-09-26T07:19:37.350Z
8554,6.03,0.38,37.6633333,-118.848,2014-09-26T07:18:44.740Z
8555,6.68,0.82,37.6575012,-118.8516693,2014-09-26T07:16:38.850Z
8556,6.35,1.45,37.6645012,-118.8464966,2014-09-26T07:14:32.290Z
8557,6.81,2.46,37.6445,-118.852,2014-09-26T07:14:04.900Z
8558,6.48,1.93,37.6496667,-118.8491667,2014-09-26T07:13:52.190Z
8559,4.62,1.06,37.6500015,-118.8433304,2014-09-26T07:13:34.850Z
8560,6.51,1.99,37.6496658,-118.8499985,2014-09-26T07:11:50.340Z
8561,6.39,1.61,37.661335,-118.8511658,2014-09-26T07:10:50.350Z
8562,5.52,1.09,37.6576653,-118.8496704,2014-09-26T07:08:49.230Z
8563,5.71,1.16,37.6451683,-118.8499985,2014-09-26T07:08:17.230Z
8564,6.17,2.12,37.6601677,-118.8503342,2014-09-26T07:06:34.900Z
8565,6.25,1.19,37.6616669,-118.8509979,2014-09-26T07:05:02.380Z
8566,65.3,2.7,52.206,-167.118,2014-09-26T07:02:24.460Z
8567,5.2,1.34,37.659668,-118.8539963,2014-09-26T07:01:14.670Z
8568,5.67,0.43,37.6556667,-118.8486667,2014-09-26T06:59:32.600Z
8569,6.36,0.43,37.6531667,-118.8461667,2014-09-26T06:59:21.500Z
8570,6.46,1.14,37.6609993,-118.8493347,2014-09-26T06:58:07.890Z
8571,10.8,1.4,63.052,-151.5304,2014-09-26T06:57:33.000Z
8572,6.3,0.31,37.659,-118.8466667,2014-09-26T06:57:01.320Z
8573,4.97,0.74,37.6451683,-118.8488312,2014-09-26T06:54:39.470Z
8574,6.83,1.02,37.6586685,-118.8488312,2014-09-26T06:51:35.560Z
8575,9.45,0.55,34.0868333,-116.8025,2014-09-26T06:50:56.410Z
8576,7.16,1.48,37.6529999,-118.8478317,2014-09-26T06:50:37.040Z
8577,7.31,1.87,37.6548333,-118.8486667,2014-09-26T06:50:02.590Z
8578,7.21,1.07,37.6651649,-118.8463364,2014-09-26T06:49:02.560Z
8579,3.22,0.5,38.8081667,-122.7968333,2014-09-26T06:48:44.950Z
8580,5.8,0.75,37.6638336,-118.8463364,2014-09-26T06:47:35.970Z
8581,6.88,0.33,37.6556667,-118.8435,2014-09-26T06:47:16.710Z
8582,5.55,1.7,37.6435,-118.8505,2014-09-26T06:46:13.010Z
8583,6.54,2.17,37.6533318,-118.8493347,2014-09-26T06:46:02.200Z
8584,5.43,1.25,37.6629982,-118.8496704,2014-09-26T06:45:43.800Z
8585,5.38,0.82,37.6669998,-118.8458328,2014-09-26T06:44:58.830Z
8586,6.61,2.37,37.6556667,-118.8493333,2014-09-26T06:43:16.500Z
8587,6.71,1.56,37.6521683,-118.848999,2014-09-26T06:42:30.990Z
8588,6.2,0.53,37.6676667,-118.8481667,2014-09-26T06:40:57.050Z
8589,19.6,2.1,54.5347,-161.852,2014-09-26T06:39:24.000Z
8590,6.34,1.9,37.6573334,-118.8506699,2014-09-26T06:38:56.300Z
8591,6.17,1.4,37.6575012,-118.8503342,2014-09-26T06:38:36.930Z
8592,5.23,1.14,37.6523323,-118.8495026,2014-09-26T06:37:31.390Z
8593,5.49,0.99,37.6636658,-118.8488312,2014-09-26T06:36:01.290Z
8594,6.46,0.82,37.6653328,-118.8453369,2014-09-26T06:35:48.420Z
8595,5.05,0.75,37.6603317,-118.8499985,2014-09-26T06:35:38.590Z
8596,4.82,0.99,37.6539993,-118.8495026,2014-09-26T06:34:11.570Z
8597,7.65,0.43,37.6686667,-118.8426667,2014-09-26T06:33:49.640Z
8598,6.71,1.91,37.6525002,-118.8498306,2014-09-26T06:32:40.470Z
8599,6.71,1.87,37.6520004,-118.8496704,2014-09-26T06:32:19.610Z
8600,5.65,1.74,37.6553345,-118.8519974,2014-09-26T06:31:36.300Z
8601,6.77,1.75,37.6539993,-118.8521652,2014-09-26T06:31:00.800Z
8602,6.86,2.94,37.6526667,-118.8485,2014-09-26T06:30:22.980Z
8603,5.9948,2.83,37.6459,-118.8599,2014-09-26T06:30:22.910Z
8604,10.1,1.3,44.8118,-111.516,2014-09-26T06:29:50.100Z
8605,6.95,2.27,37.6518333,-118.8485,2014-09-26T06:29:32.630Z
8606,6.13,0.38,37.656,-118.8493333,2014-09-26T06:27:43.630Z
8607,6.44,1.9,37.6548347,-118.8503342,2014-09-26T06:26:17.840Z
8608,6.15,0.92,37.6554985,-118.8448334,2014-09-26T06:23:55.500Z
8609,5.79,1.46,37.6603317,-118.8488312,2014-09-26T06:23:36.410Z
8610,5.62,0.56,37.6511667,-118.8493333,2014-09-26T06:22:55.640Z
8611,6.45,0.55,37.6575,-118.8501667,2014-09-26T06:22:14.200Z
8612,5.19,0.48,37.6646667,-118.8555,2014-09-26T06:21:22.230Z
8613,6.66,1.17,37.6566667,-118.8493333,2014-09-26T06:20:28.710Z
8614,6.45,1.18,37.6631667,-118.8478333,2014-09-26T06:20:02.230Z
8615,5.85,1.11,37.6543333,-118.8491667,2014-09-26T06:19:15.440Z
8616,6.27,1.38,37.651,-118.8455,2014-09-26T06:18:52.270Z
8617,5.65,2.26,37.642,-118.8523333,2014-09-26T06:18:17.450Z
8618,6.44,1.41,37.652,-118.8491667,2014-09-26T06:16:22.160Z
8619,3.83,0.43,37.6631667,-118.853,2014-09-26T06:15:56.430Z
8620,6.97,0.76,37.6578333,-118.8475,2014-09-26T06:15:35.330Z
8621,6.53,2.09,37.6643333,-118.847,2014-09-26T06:12:48.120Z
8622,6.66,1.46,37.6623333,-118.8461667,2014-09-26T06:12:42.310Z
8623,5.38,1.32,37.652,-118.8525,2014-09-26T06:10:48.990Z
8624,6.95,0.52,37.6615,-118.8476667,2014-09-26T06:10:11.050Z
8625,5.56,0.79,37.6515,-118.8513333,2014-09-26T06:09:47.430Z
8626,5.83,0.6,37.6595,-118.8498333,2014-09-26T06:09:12.120Z
8627,4.54,0.78,37.6536667,-118.8503333,2014-09-26T06:08:48.280Z
8628,6.38,1.14,37.657,-118.8491667,2014-09-26T06:08:28.710Z
8629,6.23,1.15,37.6471667,-118.8501667,2014-09-26T06:08:24.260Z
8630,6.99,0.49,37.667,-118.8426667,2014-09-26T06:07:34.850Z
8631,1.09,0.81,37.65,-118.862,2014-09-26T06:06:49.940Z
8632,5.29,0.93,37.6521667,-118.8473333,2014-09-26T06:06:32.920Z
8633,5.73,2.03,37.6408333,-118.8576667,2014-09-26T06:06:11.250Z
8634,6.66,2.21,37.663,-118.8471667,2014-09-26T06:05:55.840Z
8635,6.82,1.15,37.662,-118.8465,2014-09-26T06:05:11.440Z
8636,6.99,0.83,37.6556667,-118.8466667,2014-09-26T06:05:03.910Z
8637,6.07,1.46,37.6616667,-118.8483333,2014-09-26T06:03:07.680Z
8638,5.87,0.78,37.6666679,-118.8495026,2014-09-26T06:02:25.560Z
8639,5.73,0.87,37.6531667,-118.849,2014-09-26T06:01:45.210Z
8640,6.12,1.75,37.6583333,-118.849,2014-09-26T06:01:26.080Z
8641,6.08,1.98,37.6583333,-118.8496667,2014-09-26T06:00:35.710Z
8642,5.22,1.54,37.6473333,-118.851,2014-09-26T05:59:47.030Z
8643,6.27,2.36,37.6593333,-118.8491667,2014-09-26T05:58:59.390Z
8644,6.72,2.73,37.6573333,-118.8491667,2014-09-26T05:58:30.750Z
8645,5.61,1.36,37.6616667,-118.8505,2014-09-26T05:58:24.980Z
8646,4.6,0.82,37.6554985,-118.8495026,2014-09-26T05:57:10.960Z
8647,5.77,1.4,37.6578333,-118.849,2014-09-26T05:55:40.890Z
8648,5.01,1.24,37.6483333,-118.8516667,2014-09-26T05:55:27.520Z
8649,5.03,0.96,37.6556664,-118.8511658,2014-09-26T05:53:59.070Z
8650,7.33,1.39,37.6515007,-118.8483353,2014-09-26T05:52:53.890Z
8651,6.52,1.27,37.6688347,-118.8426666,2014-09-26T05:52:05.470Z
8652,8.72,1.51,38.2135,-122.324,2014-09-26T05:52:01.200Z
8653,5.42,1.08,37.6541672,-118.8753357,2014-09-26T05:51:51.920Z
8654,6.73,2.03,37.6599998,-118.8488312,2014-09-26T05:51:31.280Z
8655,5.21,1.87,37.6561661,-118.8521652,2014-09-26T05:51:23.730Z
8656,0.22,1.01,37.6713333,-118.8468333,2014-09-26T05:50:58.020Z
8657,5.34,1.5,37.6611671,-118.8548355,2014-09-26T05:50:45.100Z
8658,6.33,1.85,37.6599998,-118.8493347,2014-09-26T05:50:32.290Z
8659,6.41,0.95,37.6661682,-118.8453369,2014-09-26T05:50:18.750Z
8660,6.51,1.43,37.6559982,-118.8503342,2014-09-26T05:49:17.960Z
8661,7.46,0.43,37.6601667,-118.8456667,2014-09-26T05:48:59.180Z
8662,5.86,2,37.6103325,-118.8744965,2014-09-26T05:47:50.910Z
8663,8.05,2.27,37.6488333,-118.8423333,2014-09-26T05:47:50.210Z
8664,6.72,1.97,37.6621666,-118.8476639,2014-09-26T05:47:18.690Z
8665,6.35,3.03,37.6588333,-118.8496667,2014-09-26T05:46:24.400Z
8666,5.26,1.54,37.6539993,-118.8533325,2014-09-26T05:46:01.000Z
8667,7.04,1.05,37.6595001,-118.850502,2014-09-26T05:44:57.380Z
8668,6.98,1.68,37.652668,-118.8491669,2014-09-26T05:44:15.090Z
8669,5.08,1.24,37.6604996,-118.8528366,2014-09-26T05:43:35.090Z
8670,5.56,1.21,37.6450005,-118.8525009,2014-09-26T05:43:17.400Z
8671,12.84,1.06,34.0328333,-116.9983333,2014-09-26T05:43:12.050Z
8672,5.87,0.87,37.651001,-118.8513336,2014-09-26T05:41:25.270Z
8673,5.2,1.17,37.6638336,-118.8511658,2014-09-26T05:41:03.170Z
8674,5.36,1.1,37.6611671,-118.850502,2014-09-26T05:40:12.220Z
8675,5.52,2.12,37.6549988,-118.8550034,2014-09-26T05:39:21.880Z
8676,6.04,1.43,37.6611671,-118.8508301,2014-09-26T05:38:34.610Z
8677,5.89,0.31,37.648,-118.8403333,2014-09-26T05:37:24.720Z
8678,6.05,0.32,37.6481667,-118.8488333,2014-09-26T05:37:03.240Z
8679,90.9,0.9,60.6768,-152.21,2014-09-26T05:36:55.000Z
8680,4.41,0.2,37.6538333,-118.8516667,2014-09-26T05:35:49.280Z
8681,70.1,1.1,61.8891,-151.0984,2014-09-26T05:35:10.000Z
8682,5.57,1.26,37.6591682,-118.8528366,2014-09-26T05:34:30.080Z
8683,5.03,0.76,37.6533318,-118.8526688,2014-09-26T05:33:34.660Z
8684,5.5,1.54,37.6450005,-118.8523331,2014-09-26T05:32:36.610Z
8685,5.04,1.15,37.6563333,-118.8553333,2014-09-26T05:30:26.730Z
8686,5.46,1.98,37.6448333,-118.8521667,2014-09-26T05:30:08.240Z
8687,18.4,0.4,46.503,-122.4088,2014-09-26T05:30:04.100Z
8688,5.77,0.89,37.6593333,-118.8461667,2014-09-26T05:29:51.770Z
8689,6.11,0.33,37.6446667,-118.8486667,2014-09-26T05:28:27.960Z
8690,6.43,0.88,37.658,-118.8503333,2014-09-26T05:27:19.750Z
8691,6.1,0.8,37.6506667,-118.8468333,2014-09-26T05:26:36.920Z
8692,6.08,0.63,37.6418333,-118.848,2014-09-26T05:26:13.380Z
8693,6.18,0.49,37.6513333,-118.8486667,2014-09-26T05:25:31.890Z
8694,6.98,0.62,37.6496667,-118.8473333,2014-09-26T05:21:45.700Z
8695,6.14,1.12,37.6483345,-118.8451691,2014-09-26T05:21:11.670Z
8696,5.76,2.05,37.6398333,-118.85,2014-09-26T05:20:40.670Z
8697,5.83,1.41,37.6601677,-118.8525009,2014-09-26T05:20:16.580Z
8698,6.04,1.31,37.6411667,-118.8498306,2014-09-26T05:19:43.620Z
8699,5.51,1.38,37.6590004,-118.850502,2014-09-26T05:18:51.000Z
8700,2.18,1.32,38.9328333,-122.6068333,2014-09-26T05:18:22.660Z
8701,5.31,0.34,37.644,-118.8546667,2014-09-26T05:17:59.200Z
8702,36.8,1.2,62.095,-149.3987,2014-09-26T05:16:59.000Z
8703,5.14,0.97,37.6570015,-118.8515015,2014-09-26T05:16:26.700Z
8704,5.05,0.99,37.652832,-118.8526688,2014-09-26T05:16:12.640Z
8705,56.26,4.5,-7.4404,156.1387,2014-09-26T05:16:03.310Z
8706,5.77,0.89,37.6496658,-118.8516693,2014-09-26T05:15:40.790Z
8707,5.14,0.39,37.6555,-118.8518333,2014-09-26T05:15:32.390Z
8708,7.26,1.33,37.6526667,-118.8461667,2014-09-26T05:14:58.210Z
8709,6.09,1.81,37.6399994,-118.8501663,2014-09-26T05:14:18.570Z
8710,7.45,0.42,37.6556667,-118.8468333,2014-09-26T05:14:11.720Z
8711,5.98,0.95,37.6461667,-118.8495,2014-09-26T05:12:44.620Z
8712,5.77,0.66,37.6423333,-118.8501667,2014-09-26T05:12:35.300Z
8713,5.62,0.61,37.6616667,-118.8515,2014-09-26T05:11:48.550Z
8714,6.51,1.25,37.651001,-118.8495026,2014-09-26T05:10:46.580Z
8715,0,1.94,41.8828,-119.6327,2014-09-26T05:09:54.880Z
8716,6.85,1.57,37.6525002,-118.848999,2014-09-26T05:09:34.570Z
8717,5.17,0.94,37.6566658,-118.8528366,2014-09-26T05:08:20.630Z
8718,5.61,0.76,37.6551667,-118.8503333,2014-09-26T05:07:28.570Z
8719,6.13,0.59,37.6436667,-118.8471667,2014-09-26T05:07:18.950Z
8720,5.62,1.41,37.6533318,-118.8518295,2014-09-26T05:06:35.010Z
8721,6.46,0.39,37.6576667,-118.8493333,2014-09-26T05:06:21.510Z
8722,6.22,2.27,37.6563333,-118.8503333,2014-09-26T05:04:52.120Z
8723,35.85,4.7,-15.4428,-173.7388,2014-09-26T05:04:43.880Z
8724,5.85,1.56,37.6428337,-118.8506699,2014-09-26T05:03:21.430Z
8725,6.58,0.97,37.6538333,-118.8505,2014-09-26T05:02:46.600Z
8726,5.79,1.67,37.654335,-118.8516693,2014-09-26T05:02:31.470Z
8727,6.67,0.24,37.6531667,-118.8448333,2014-09-26T05:01:48.670Z
8728,4.5,1,61.3047,-152.5408,2014-09-26T05:01:30.000Z
8729,5.86,0.26,37.6558333,-118.8515,2014-09-26T05:01:03.750Z
8730,6.18,1.16,37.6640015,-118.8516693,2014-09-26T05:00:40.960Z
8731,5.98,0.66,37.6481667,-118.8501667,2014-09-26T05:00:04.060Z
8732,6.29,0.64,37.649,-118.8456667,2014-09-26T04:59:34.200Z
8733,5.48,0.61,37.6488333,-118.8503333,2014-09-26T04:58:35.270Z
8734,6.07,1.24,37.6484985,-118.8491669,2014-09-26T04:57:53.270Z
8735,5.1,0.21,37.6521667,-118.8511667,2014-09-26T04:56:58.210Z
8736,5.45,1.53,37.6474991,-118.8515015,2014-09-26T04:55:29.180Z
8737,7.45,0.58,36.658,-121.1723333,2014-09-26T04:54:41.760Z
8738,5.19,0.76,33.3266667,-116.1701667,2014-09-26T04:54:04.370Z
8739,5.46,1.09,37.6458321,-118.8519974,2014-09-26T04:53:12.090Z
8740,6.42,0.41,33.4346667,-116.6376667,2014-09-26T04:53:05.100Z
8741,6.84,0.51,37.6543333,-118.8451667,2014-09-26T04:50:49.470Z
8742,6.8,1.38,37.6571655,-118.8523331,2014-09-26T04:50:32.070Z
8743,6.06,0.59,37.642,-118.8436667,2014-09-26T04:49:59.740Z
8744,5.24,1.6,37.6419983,-118.8499985,2014-09-26T04:48:57.950Z
8745,6.42,1.71,37.6553333,-118.8466667,2014-09-26T04:48:36.440Z
8746,5.97,1.21,37.6665001,-118.8539963,2014-09-26T04:48:23.750Z
8747,6.12,1.64,37.6401672,-118.8488312,2014-09-26T04:47:33.630Z
8748,6.49,0.65,37.6486667,-118.843,2014-09-26T04:47:22.020Z
8749,5.24,1.17,37.654335,-118.8519974,2014-09-26T04:47:03.960Z
8750,5.97,0.39,37.6466667,-118.8486667,2014-09-26T04:46:40.480Z
8751,16.12,1.04,33.4923333,-116.5148333,2014-09-26T04:46:21.370Z
8752,5.18,2.34,37.6505,-118.8501667,2014-09-26T04:44:40.190Z
8753,5.42,1.87,37.655,-118.8511667,2014-09-26T04:44:00.480Z
8754,5.47,2.13,37.6581667,-118.853,2014-09-26T04:43:21.950Z
8755,28,2.1,18.933,-65.3975,2014-09-26T04:43:13.000Z
8756,0,1.3,61.1587,-146.9496,2014-09-26T04:43:11.000Z
8757,5.4,1.66,37.6611667,-118.8511667,2014-09-26T04:43:06.560Z
8758,5.51,2.41,37.6441667,-118.8513333,2014-09-26T04:42:15.340Z
8759,5.33,2.12,37.643,-118.851,2014-09-26T04:41:01.070Z
8760,6.19,1.31,37.6466675,-118.845665,2014-09-26T04:40:41.930Z
8761,5.57,2.5,37.6456667,-118.8513333,2014-09-26T04:40:04.620Z
8762,5.39,1.34,37.6611671,-118.8518295,2014-09-26T04:37:53.130Z
8763,6.39,0.61,37.6438333,-118.8453333,2014-09-26T04:37:34.260Z
8764,5.54,0.66,37.6526667,-118.8511667,2014-09-26T04:36:50.670Z
8765,5.94,0.76,37.6585,-118.8505,2014-09-26T04:36:17.190Z
8766,2,0.98,37.6442,-118.8588,2014-09-26T04:35:32.630Z
8767,6.23,0.88,37.6461678,-118.8451691,2014-09-26T04:34:53.920Z
8768,5.53,1.73,37.6580009,-118.8518295,2014-09-26T04:34:38.450Z
8769,6.38,1.67,37.6571655,-118.8506699,2014-09-26T04:33:58.880Z
8770,5.46,1.41,37.654335,-118.8516693,2014-09-26T04:33:35.230Z
8771,5.79,2.15,37.6496658,-118.8516693,2014-09-26T04:33:07.090Z
8772,5.24,1.41,37.6538315,-118.8525009,2014-09-26T04:32:28.540Z
8773,5.75,1.02,37.6586685,-118.8498306,2014-09-26T04:31:23.660Z
8774,5.58,1.47,37.6495018,-118.8511658,2014-09-26T04:30:57.990Z
8775,5.84,1.61,37.6541667,-118.8476667,2014-09-26T04:29:08.850Z
8776,4.3795,2.65,37.6512,-118.8637,2014-09-26T04:28:23.843Z
8777,5.67,2.89,37.6553333,-118.853,2014-09-26T04:28:23.830Z
8778,5.14,1.44,37.6566658,-118.8515015,2014-09-26T04:27:27.170Z
8779,6,1.77,37.6563339,-118.848999,2014-09-26T04:26:45.220Z
8780,5.52,2.82,37.6533333,-118.8516667,2014-09-26T04:25:32.140Z
8781,5.72,1.68,37.6435013,-118.8515015,2014-09-26T04:25:06.610Z
8782,5.4,1.76,37.6599998,-118.8523331,2014-09-26T04:24:18.360Z
8783,6.71,1.79,37.6483345,-118.8506699,2014-09-26T04:24:00.160Z
8784,1.9,0.15,38.8076667,-122.8071667,2014-09-26T04:23:34.510Z
8785,59.8,1,62.5885,-150.2504,2014-09-26T04:23:29.000Z
8786,6.53,1.73,37.671,-118.8398333,2014-09-26T04:23:01.000Z
8787,5.78,2.57,37.654,-118.8478333,2014-09-26T04:22:42.370Z
8788,5.82,2.08,37.6553333,-118.8506667,2014-09-26T04:22:23.070Z
8789,12.8,1,47.8677,-121.659,2014-09-26T04:21:40.900Z
8790,6.43,3.53,37.6518333,-118.8608333,2014-09-26T04:21:28.170Z
8791,23.55,5.4,12.4997,95.2276,2014-09-26T04:21:24.730Z
8792,5.71,3.52,37.6516667,-118.8513333,2014-09-26T04:21:19.400Z
8793,5.48,1.21,37.6551666,-118.8495026,2014-09-26T04:20:49.900Z
8794,5.62,1.34,37.6491661,-118.850502,2014-09-26T04:20:06.490Z
8795,5.88,1.76,37.6525002,-118.8509979,2014-09-26T04:19:19.120Z
8796,6.13,2.96,37.6455,-118.8495,2014-09-26T04:17:00.500Z
8797,5.84,0.74,37.6563333,-118.8496667,2014-09-26T04:16:04.560Z
8798,6.14,0.56,37.6503333,-118.85,2014-09-26T04:15:05.900Z
8799,6.8,0.47,37.654,-118.8465,2014-09-26T04:13:50.420Z
8800,6.58,1.41,37.6513329,-118.8485031,2014-09-26T04:11:22.840Z
8801,7.02,1.57,37.6513329,-118.8486633,2014-09-26T04:10:05.000Z
8802,5.59,0.61,37.6636667,-118.8505,2014-09-26T04:09:31.210Z
8803,6.67,0.56,37.6456667,-118.8493333,2014-09-26T04:08:51.940Z
8804,5.83,0.52,37.6513333,-118.8498333,2014-09-26T04:08:38.190Z
8805,5.72,1.41,37.6506653,-118.8501663,2014-09-26T04:06:43.580Z
8806,5.94,0.6,37.6476667,-118.8481667,2014-09-26T04:05:05.420Z
8807,5.98,0.23,37.6558333,-118.8468333,2014-09-26T04:04:56.020Z
8808,6.23,1.42,37.6476669,-118.8501663,2014-09-26T04:03:14.730Z
8809,5.75,2.63,37.6486667,-118.8501667,2014-09-26T04:02:05.060Z
8810,6.07,2.25,37.655,-118.8495,2014-09-26T04:01:14.460Z
8811,6.33,0.96,37.6595,-118.846,2014-09-26T04:00:57.790Z
8812,6.12,1.42,37.6571667,-118.8485,2014-09-26T04:00:42.930Z
8813,5.96,0.83,37.6495,-118.8488333,2014-09-26T03:59:31.510Z
8814,6.22,1.04,37.6513333,-118.848,2014-09-26T03:58:56.070Z
8815,6.04,0.63,37.6508333,-118.8485,2014-09-26T03:58:33.780Z
8816,6.06,1.23,37.6476667,-118.8491667,2014-09-26T03:56:44.880Z
8817,121.2,1.4,60.2443,-153.0316,2014-09-26T03:56:03.000Z
8818,10,5.3,-6.4329,146.7498,2014-09-26T03:55:34.820Z
8819,6.14,2.75,37.6545,-118.8498333,2014-09-26T03:55:20.450Z
8820,5.85,2.87,37.6521667,-118.85,2014-09-26T03:54:58.460Z
8821,6.95,2.3,37.654,-118.8475,2014-09-26T03:53:25.340Z
8822,7.01,2.18,37.6511667,-118.8476667,2014-09-26T03:49:42.120Z
8823,20.7,1.5,47.2083,-113.1905,2014-09-26T03:48:48.400Z
8824,5.93,1.88,37.6539993,-118.8518295,2014-09-26T03:47:28.550Z
8825,6.14,1.41,37.6538315,-118.8511658,2014-09-26T03:46:02.890Z
8826,7.49,0.57,37.647,-118.8448333,2014-09-26T03:45:35.320Z
8827,1.09,0.54,37.647,-118.8328333,2014-09-26T03:44:44.990Z
8828,5.79,1.15,37.6495018,-118.8478317,2014-09-26T03:44:12.650Z
8829,4.76,0.81,37.6516685,-118.8483353,2014-09-26T03:43:59.000Z
8830,6.85,0.43,37.653,-118.8496667,2014-09-26T03:42:17.180Z
8831,6.97,1.25,37.6520004,-118.8493347,2014-09-26T03:40:33.760Z
8832,6.1,0.55,37.6523333,-118.8488333,2014-09-26T03:40:25.450Z
8833,6.87,1.77,37.6500015,-118.8485031,2014-09-26T03:38:48.040Z
8834,6.1,1.44,37.6539993,-118.8511658,2014-09-26T03:38:18.270Z
8835,6.04,0.68,37.6496667,-118.849,2014-09-26T03:37:11.510Z
8836,0.04,0.51,37.5898323,-118.8351669,2014-09-26T03:36:57.280Z
8837,6.28,0.77,37.6496667,-118.8481667,2014-09-26T03:35:58.460Z
8838,6.44,2.7,37.6491667,-118.849,2014-09-26T03:34:49.010Z
8839,6.6,1.69,37.651001,-118.8485031,2014-09-26T03:34:29.270Z
